id,name,issue
9771324,김남희,[연금개혁주도](https://www.seoul.co.kr/news/politics/2025/03/23/20250323500027?wlog_tag3=naver)
9771219,신정훈,[음주운전](https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A0%95%ED%9B%88#%EB%B2%94%EC%A3%84%EC%A0%84%EB%A0%A5)
9771219,신정훈,"[배임, 불법보조금](https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A0%95%ED%9B%88#%EB%B2%94%EC%A3%84%EC%A0%84%EB%A0%A5)"
9771219,신정훈,"[건축법위반,상해](https://ko.wikipedia.org/wiki/%EC%8B%A0%EC%A0%95%ED%9B%88#%EB%B2%94%EC%A3%84%EC%A0%84%EB%A0%A5)"
9771215,주철현,[체납1억](https://www.taxwatch.co.kr/article/tax/2024/05/02/0001)
9771007,강훈식,[무면허운전](https://www.chosun.com/site/data/html_dir/2019/12/03/2019120300191.html)
9771007,강훈식,[교특법](https://www.chosun.com/site/data/html_dir/2019/12/03/2019120300191.html)
9771007,강훈식,[공직선거법 위반](https://www.chosun.com/site/data/html_dir/2019/12/03/2019120300191.html)
9771315,고동진,[자녀국적상실](https://www.ilyo.co.kr/?ac=article_view&entry_id=471908)
9771344,김준형,[세자녀 국적이탈](https://www.chosun.com/politics/election2024/2024/04/02/R35IYB4LUZGRRL5QWOTRX5E3QI/)
9771408,이언주,[막말논란](https://namu.wiki/w/%EC%9D%B4%EC%96%B8%EC%A3%BC/%EB%B9%84%ED%8C%90%20%EB%B0%8F%20%EB%85%BC%EB%9E%80)
9771120,김민석,[불법정치자금](https://www.chosun.com/site/data/html_dir/2020/04/10/2020041001034.html)
9771420,인요한,[자녀외국국적](https://www.yonginilbo.com/news/article.html?no=105373)
9771311,강명구,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771316,곽규택,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770679,권성동,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771108,권영세,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771320,김건,  [2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771325,김대식,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771136,김미애,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770725,김상훈,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771144,김승수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771249,김예지,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771339,김장겸,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771223,김형동,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771356,박상웅,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771359,박수민,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771365,박준태,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771226,박형수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771148,배준영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771378,서지영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771382,신동욱,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771202,엄태영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770811,윤영석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770812,윤재옥,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771032,윤한홍,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771028,이만희,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771405,이상휘,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771003,이양수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771414,이종욱,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770837,이헌승,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771041,임이자,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771140,정동만,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771438,조배숙,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771442,주진우,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770883,주호영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771449,최보윤,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771451,최은석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771231,최형두,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771454,한지아,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771174,강득구,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771116,강선우,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771314,강유정,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771168,강준현,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771007,강훈식,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771109,고민정,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771317,곽상언,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770998,권칠승,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771319,권향엽,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771323,김남근,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771324,김남희,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771327,김문수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771120,김민석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770941,김병기,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771089,김성환,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771331,김성회,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771169,김승원,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771111,김영배,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770981,김영진,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770934,김영호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771333,김영환,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771334,김용만,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771186,김용민,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771336,김우영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771214,김원이,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771338,김윤  ,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771206,김윤덕,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771090,김정호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771192,김주영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771343,김준혁,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770741,김태년,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771345,김태선,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771346,김현  ,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771347,김현정,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770752,남인순,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771350,노종면,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771091,맹성규,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771352,문금주,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771353,문대림,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771187,문정복,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771204,문진석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771175,민병덕,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771159,민형배,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771355,박민규,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770770,박범계,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771193,박상혁,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771357,박선원,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771107,박성준,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771360,박수현,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771361,박용갑,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770995,박정  ,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771297,박정하,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771363,박정현,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771364,박정훈,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770932,박주민,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771366,박지원,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771367,박지혜,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770963,박찬대,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771369,박해철,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770779,박홍근,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771371,박희승,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771372,백승아,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770980,백혜련,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771373,복기왕,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
