id,name,issue
9771374,부승찬,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771376,서미화,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771092,서삼석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770784,서영교,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771176,서영석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770999,소병훈,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771380,손명수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771001,송기헌,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771058,송옥주,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771381,송재봉,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771209,신영대,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771219,신정훈,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770587,안규백,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771385,안도걸,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771387,안태준,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771017,안호영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771388,양문석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771389,양부남,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771010,어기구,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771390,염태영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771113,오기형,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771391,오세희,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771393,위성락,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770966,유동수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771118,윤건영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771396,윤종군,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771212,윤준병,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770876,윤호중,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770813,윤후덕,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771398,이강일,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770905,이개호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771399,이건태,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771401,이기헌,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771403,이병진,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771404,이상식,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771407,이성윤,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771269,이수진,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771408,이언주,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771409,이연희,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771115,이용선,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771410,이용우,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771213,이원택,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770878,이인영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771411,이재강,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771412,이재관,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771300,이재명,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771060,이재정,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771205,이정문,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771413,이정헌,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771417,이춘석,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770836,이학영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771129,이해식,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771419,이훈기,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771421,임광현,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771422,임미애,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771177,임오경,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771203,임호선,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771110,장경태,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771424,장종태,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770951,전재수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771426,전진숙,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771427,전현희,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771428,정동영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770881,정성호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771431,정을호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771150,정일영,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771432,정준호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771433,정진욱,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771114,정청래,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771122,정태호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771436,조계원,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770973,조승래,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771440,조인철,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770456,조정식,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770852,진선미,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771117,진성준,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771445,차지호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771446,채현일,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771112,천준호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771119,최기상,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771448,최민희,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771452,추미애,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771453,한민수,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771211,한병도,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770859,한정애,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771182,한준호,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771456,허성무,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771196,허영  ,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771149,허종식,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771179,홍기원,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771457,황명선,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771458,황정아,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770936,황희  ,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9770872,우원식,[2025 국민연금법 개정 찬성](https://namu.wiki/w/2025%EB%85%84%20%EA%B5%AD%EB%AF%BC%EC%97%B0%EA%B8%88%EB%B2%95%20%EA%B0%9C%EC%A0%95#s-3.1)
9771388,양문석,[대학생 자녀 명의 11억 대출](https://www.chosun.com/politics/election2024/2024/03/28/6Q4HPQONPNEDVDXXG4DFTMHWMQ/)
9771002,이철규,[자녀 대마](https://namu.wiki/w/%EC%9D%B4%EC%B2%A0%EA%B7%9C#s-3.9)
9771002,이철규,[부동산 편범 증여의혹](https://namu.wiki/w/%EC%9D%B4%EC%B2%A0%EA%B7%9C#s-3.2)
9771002,이철규,[막말](https://namu.wiki/w/%EC%9D%B4%EC%B2%A0%EA%B7%9C#s-3)
9771324,김남희,[갑질논란](https://www.joygm.com/news/articleView.html?idxno=213496)
9771300,이재명,[음주운전](https://namu.wiki/w/%EC%9D%B4%EC%9E%AC%EB%AA%85/%EB%B9%84%ED%8C%90%20%EB%B0%8F%20%EB%85%BC%EB%9E%80#s-2.2)
9771355,박민규,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771176,서영석,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9770985,김성원,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771003,이양수,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771142,강대식,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771224,구자근,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771223,김형동,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771347,김현정,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771355,박민규,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771163,박성민,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771387,안태준,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771396,윤종군,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771196,허영,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771149,허종식,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771334,김용만,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771335,김용태,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771345,김태선,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9770999,소병훈,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771383,신성범,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771395,유용원,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9770456,조정식,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
9771450,최수진,[음주운전](https://www.womaneconomy.co.kr/news/articleView.html?idxno=222158)
